trip_id,delay,timestamp,temperature,precipitation,rain,showers,snowfall
1995633,-587,1784921833,25.5,0.0,0.0,0.0,0.0
1989026,205,1784921965,25.5,0.0,0.0,0.0,0.0
1993068,0,1784924220,25.5,0.0,0.0,0.0,0.0
1989153,-100,1784924240,25.5,0.0,0.0,0.0,0.0
1995339,-30,1784921904,25.5,0.0,0.0,0.0,0.0
1984594,22,1784921881,25.5,0.0,0.0,0.0,0.0
1997167,144,1784922204,25.5,0.0,0.0,0.0,0.0
1985268,-36,1784924364,25.5,0.0,0.0,0.0,0.0
1996650,-88,1784924252,25.5,0.0,0.0,0.0,0.0
1996177,-1516,1784921384,25.5,0.0,0.0,0.0,0.0
1996705,37,1784921931,25.5,0.0,0.0,0.0,0.0
1989307,27,1784921953,25.5,0.0,0.0,0.0,0.0
1992850,-1277,1784921803,25.5,0.0,0.0,0.0,0.0
1996903,-95,1784923585,25.5,0.0,0.0,0.0,0.0
1988783,-91,1784921909,25.5,0.0,0.0,0.0,0.0
1993177,-39,1784922381,25.5,0.0,0.0,0.0,0.0
1985433,-150,1784921813,25.5,0.0,0.0,0.0,0.0
1984196,-1144,1784921936,25.5,0.0,0.0,0.0,0.0
1993069,107,1784921977,25.5,0.0,0.0,0.0,0.0
1992851,0,1784924820,25.5,0.0,0.0,0.0,0.0
1996178,-448,1784921312,25.5,0.0,0.0,0.0,0.0
1996827,-17,1784923723,25.5,0.0,0.0,0.0,0.0
1995868,36,1784921909,25.5,0.0,0.0,0.0,0.0
1985438,-131,1784921809,25.5,0.0,0.0,0.0,0.0
1997412,0,1784924220,25.5,0.0,0.0,0.0,0.0
1984919,24,1784921950,25.5,0.0,0.0,0.0,0.0
1997281,0,1784925540,25.5,0.0,0.0,0.0,0.0
1992647,96,1784921948,25.5,0.0,0.0,0.0,0.0
1992721,361,1784921915,25.5,0.0,0.0,0.0,0.0
1985089,0,1784923560,25.5,0.0,0.0,0.0,0.0
1995710,0,1784922960,25.5,0.0,0.0,0.0,0.0
1997169,0,1784923920,25.5,0.0,0.0,0.0,0.0
1996236,247,1784921947,25.5,0.0,0.0,0.0,0.0
1993070,-42,1784921877,25.5,0.0,0.0,0.0,0.0
1996579,195,1784921907,25.5,0.0,0.0,0.0,0.0
1989092,-528,1784921592,25.5,0.0,0.0,0.0,0.0
1985370,0,1784925300,25.5,0.0,0.0,0.0,0.0
1995424,0,1784924220,25.5,0.0,0.0,0.0,0.0
1989309,0,1784922660,25.5,0.0,0.0,0.0,0.0
1988784,-85,1784921855,25.5,0.0,0.0,0.0,0.0
1992969,285,1784921939,25.5,0.0,0.0,0.0,0.0
1996997,-48,1784921876,25.5,0.0,0.0,0.0,0.0
1984765,-22,1784922278,25.5,0.0,0.0,0.0,0.0
1997393,168,1784921904,25.5,0.0,0.0,0.0,0.0
1984390,8,1784921922,25.5,0.0,0.0,0.0,0.0
1988891,-148,1784921937,25.5,0.0,0.0,0.0,0.0
1989263,-25,1784921915,25.5,0.0,0.0,0.0,0.0
1996363,0,1784922300,25.5,0.0,0.0,0.0,0.0
1993168,0,1784922960,25.5,0.0,0.0,0.0,0.0
1997079,506,1784925086,25.5,0.0,0.0,0.0,0.0
1984965,0,1784925360,25.5,0.0,0.0,0.0,0.0
1995371,-668,1784921332,25.5,0.0,0.0,0.0,0.0
