route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
601,150.0.1,1921451,Newmarket Terminal - NB,,0,196054,81387,1,1
601,150.0.1,1921452,Newmarket Terminal - NB,,0,196073,81387,1,1
601,150.0.1,1921453,Newmarket Terminal - NB,,0,196070,81387,1,1
601,150.0.1,1921454,Newmarket Terminal - NB,,0,196072,81387,1,1
601,150.0.1,1921455,Newmarket Terminal - NB,,0,196057,81387,1,1
601,150.0.1,1921456,Newmarket Terminal - NB,,0,196071,81387,1,1
601,150.0.1,1921457,Newmarket Terminal - NB,,0,196058,81387,1,1
601,150.0.1,1921458,Newmarket Terminal - NB,,0,196076,81387,1,1
601,150.0.1,1921459,Newmarket Terminal - NB,,0,196075,81387,1,1
601,150.0.1,1921460,Newmarket Terminal - NB,,0,196051,81387,1,1
601,150.0.1,1921461,Newmarket Terminal - NB,,0,196048,81386,1,1
601,150.0.1,1921462,Newmarket Terminal - NB,,0,196050,81386,1,1
601,150.0.1,1921463,Newmarket Terminal - NB,,0,196054,81386,1,1
601,150.0.1,1921464,Newmarket Terminal - NB,,0,196073,81386,1,1
601,150.0.1,1921465,Newmarket Terminal - NB,,0,196070,81386,1,1
601,150.0.1,1921466,Newmarket Terminal - NB,,0,196072,81386,1,1
601,150.0.1,1921467,Newmarket Terminal - NB,,0,196067,81386,1,1
601,150.0.1,1921468,Newmarket Terminal - NB,,0,196071,81386,1,1
601,150.0.1,1921469,Newmarket Terminal - NB,,0,196065,81386,1,2
601,150.0.1,1921470,Newmarket Terminal - NB,,0,196056,81386,1,2
601,150.0.1,1921471,Newmarket Terminal - NB,,0,196076,81386,1,2
601,150.0.1,1921472,Newmarket Terminal - NB,,0,196075,81386,1,2
601,150.0.1,1921473,Newmarket Terminal - NB,,0,196062,81386,1,2
601,150.0.1,1921474,Newmarket Terminal - NB,,0,196069,81386,1,2
601,150.0.1,1921475,Newmarket Terminal - NB,,0,196074,81386,1,2
601,150.0.1,1921476,Newmarket Terminal - NB,,0,196048,81386,1,2
601,150.0.1,1921477,Newmarket Terminal - NB,,0,196050,81386,1,2
601,150.0.1,1921478,Newmarket Terminal - NB,,0,196054,81386,1,2
601,150.0.1,1921479,Newmarket Terminal - NB,,0,196073,81386,1,2
601,150.0.1,1921480,Newmarket Terminal - NB,,0,196053,81386,1,2
601,150.0.1,1921481,Newmarket Terminal - NB,,0,196070,81386,1,1
601,150.0.1,1921482,Newmarket Terminal - NB,,0,196072,81386,1,1
601,150.0.1,1921483,Newmarket Terminal - NB,,0,196067,81386,1,1
601,150.0.1,1921484,Newmarket Terminal - NB,,0,196055,81386,1,1
601,150.0.1,1921485,Newmarket Terminal - NB,,0,196071,81386,1,1
601,150.0.1,1921486,Newmarket Terminal - NB,,0,196065,81386,1,1
601,150.0.1,1921487,Newmarket Terminal - NB,,0,196056,81386,1,1
601,150.0.1,1921488,Newmarket Terminal - NB,,0,196064,81386,1,1
601,150.0.1,1921489,Newmarket Terminal - NB,,0,196062,81386,1,1
601,150.0.1,1921490,Newmarket Terminal - NB,,0,196061,81386,1,1
601,150.0.1,1921491,Newmarket Terminal - NB,,0,196051,81386,1,1
601,150.0.1,1921492,Newmarket Terminal - NB,,0,196050,81386,1,1
601,150.0.1,1921493,Newmarket Terminal - NB,,0,196054,81386,1,1
601,150.0.1,1921494,Newmarket Terminal - NB,,0,196053,81386,1,1
601,150.0.1,1921495,Newmarket Terminal - NB,,0,196070,81386,1,1
601,150.0.1,1921496,Newmarket Terminal - NB,,0,196067,81386,1,1
601,150.0.1,1921497,Newmarket Terminal - NB,,0,196055,81386,1,1
601,150.0.1,1921498,Newmarket Terminal - NB,,0,196065,81386,1,1
601,150.0.1,1921499,Newmarket Terminal - NB,,0,196056,81386,1,1
601,150.0.1,1921500,Newmarket Terminal - NB,,0,196064,81386,1,1
601,150.0.1,1921501,Newmarket Terminal - NB,,0,196062,81386,1,1
